filename,reference,whisper_hypothesis,wer
common_voice_ar_25986986.mp3,استخدمت السيارات المفتوحه المبكره ذات النوع التي يدور هيكلها اغطيه توني لحمايه كراسي السياره الخلفيه غير المشغوله,استخدمه,1.0000
common_voice_ar_25987013.mp3,تخدم الكليه مقاطعه كالهون والمقاطعات المحيطه بها,تخدموا كل,1.0000
common_voice_ar_25987014.mp3,وقد نثر بعض الوثنيين ايضا رمادهم المحروق في الموقع,وقد نث,0.8889
common_voice_ar_25987015.mp3,كانت السلطه الحقيقيه في مصر هي التي كان يملكها الوزير شاور,كانت س,0.9091
common_voice_ar_25987016.mp3,قل لا للحرب,قل لا,0.3333
common_voice_ar_25987017.mp3,تنقسم لعبه الاطباق الطاءره بالاسلوب الحر بشكل عام الي فءتين متداخلتين المحجوبه والمقيده,تنقاس,1.0000
common_voice_ar_25987018.mp3,بيير ريوبيل هو الرءيس الحالي للكليه,بيريوبيد,1.0000
common_voice_ar_25987019.mp3,كان الهواء اما يدخل او يخرج من الفتحه محدثا ازيزا رفيعا,كان الهوا,0.9091
common_voice_ar_25987022.mp3,حتي فقدت رونقي,حتي فقد تر,0.6667
common_voice_ar_25987024.mp3,بعد تنظيف شامل تم تحويل المنطقه الي حديقه مدينه,بعد ذنضيف ان,0.8889
common_voice_ar_25987045.mp3,يوجد عده طرق للقيام بهذه الامور,يوجد ا,0.8333
common_voice_ar_25987047.mp3,امراه تبتسم في وجود رجل يرتدي قميصا مخططا بالحديقه,ام,1.0000
common_voice_ar_25987048.mp3,تستنزف في الغالب الجانب الانسي من الساعد,تستنزي,1.0000
common_voice_ar_25987049.mp3,اثناء اقامته في شيكاغو عمل ايضا في وهي وكاله انباء اخباريه,اثناء ي,0.9091
common_voice_ar_25987050.mp3,ينتج عن استخدام تقنيه في التصوير اضاءه خلفيه للشخص,ينتج عن است,0.7778
common_voice_ar_25987064.mp3,ظهرت شركه بعد ليلتين,نحارت,1.0000
common_voice_ar_25204022.mp3,اسمع هديت ابا يحيي مقال اخ,اسمع هد,0.8333
common_voice_ar_25204023.mp3,هل فيكم من واقف متفرس,الفكم,1.0000
common_voice_ar_25204024.mp3,زيد بن عمرو ليس فيها صالح,زيد بنعمل,0.8333
common_voice_ar_25204120.mp3,قلت ثقلت اذ اتيت مرارا,كلتث,1.0000
common_voice_ar_25204122.mp3,مازالت الكنيسه قاءمه كل شيء اخر دمر,ما,1.0000
common_voice_ar_25204123.mp3,ابا مجرم ما غير الله نعمه,ابي,1.0000
common_voice_ar_25204158.mp3,لم افارقكما اختيارا وهل تختار,لم ا,0.8000
common_voice_ar_25204159.mp3,غير منطقي,غير مت,0.5000
common_voice_ar_25204160.mp3,امضيت ساعات و انا امشي ذهابا و ايابا في الشارع,امضيتوا,1.0000
common_voice_ar_25204161.mp3,كل شيء لا يري الرحمن به,كل شيء,0.6667
common_voice_ar_25204162.mp3,رب ليل قد صفا الافق به,رب الع,0.8333
common_voice_ar_25204210.mp3,مقزز,وعزز,1.0000
common_voice_ar_25204212.mp3,يا ابن الاماجد لا تخش الردي ابدا,يمني,1.0000
common_voice_ar_25204214.mp3,اما الحرام فانه لي صاحب,ام,1.0000
common_voice_ar_25204216.mp3,كان فاضل يواعد فتاه مسلمه من مصر,كان فاضل يواعد ف,0.5714
common_voice_ar_25204335.mp3,لم يبق في الناس الا المكر والملق,لم ت,0.8571
common_voice_ar_25204336.mp3,انت بين الشغاف والقلب تجري,انت بين الشرا,0.6000
common_voice_ar_25204337.mp3,لمت يا وهب اهل دهرك فيما,لمت يا ابو,0.6667
common_voice_ar_25204338.mp3,قام من علته الشاكي الوصب,قام من عل,0.6000
common_voice_ar_25204339.mp3,ان بارك الله في الانام فلا,ان بارق,0.8333
common_voice_ar_25204373.mp3,معقرب الصدغ ملبوس عوارضه,بعقرب الصد,1.0000
common_voice_ar_25204375.mp3,دع الرياء لمن لج الرياء به,تعطياء لم,1.0000
common_voice_ar_25204377.mp3,ايها العاشق الذي ملكته,ايها العش,0.7500
common_voice_ar_25204378.mp3,السلاحف ليس عندها اسنان,سلاحف و,1.0000
common_voice_ar_25190506.mp3,كنت املك مطريه لكن صديقي لم يكن يملك واحده,كنت ع,0.8889
common_voice_ar_25190507.mp3,ما يقال هنا يمثل الحقيقه,م,1.0000
common_voice_ar_25190508.mp3,اسات فاحسن بي جهده,اسالت و,1.0000
common_voice_ar_25190509.mp3,ابتعد مسافه اكبر من ذلك عن الاخرين عندما تكون في اماكن مغلقه,في بط,0.9167
common_voice_ar_25190510.mp3,الشمس عنه كليله اجفانها,شمس و,1.0000
common_voice_ar_25190528.mp3,واما نومكم عن كل خير,واما لو مكم,0.8000
common_voice_ar_25190531.mp3,متوحش,وتواحش,1.0000
common_voice_ar_25190534.mp3,له مال يجم علي العطايا,له مال يز,0.6000
common_voice_ar_25190549.mp3,دعني اجرب,داني وج,1.0000
common_voice_ar_25190550.mp3,لم يتمكن المحققون من ايجاد من ضغط علي الزناد,ل,1.0000
common_voice_ar_25190551.mp3,لمعت سيوف بني حميد بعد ما,لماذ ص,1.0000
common_voice_ar_25190552.mp3,ايها الراكب الميمم كرمان,ايها الرك,0.7500
common_voice_ar_25190553.mp3,وانا لقوم لا تفيض دموعنا,وانا,0.8000
common_voice_ar_25190572.mp3,يا رب ما اطول البلاء وما,يا رب ا,0.6667
common_voice_ar_25190573.mp3,لنا صديق مارد,لنع,1.0000
common_voice_ar_25190575.mp3,وصديق اجبته اذ دعاني,وصدي,1.0000
common_voice_ar_25190576.mp3,غنني انشوده الفجر الضحوك,غنني ان,0.7500
common_voice_ar_25190594.mp3,انا من نور جوهر الانوار,انا من نوري ف,0.6000
common_voice_ar_25190595.mp3,كيف الوصول الي سعاد ودونها,كيف الوس,0.8000
common_voice_ar_25190597.mp3,اري رجالا قد خولوا نعما,ا,1.0000
common_voice_ar_25190598.mp3,الاعراض عن الجاهل,الاعراض وان,0.6667
common_voice_ar_25190605.mp3,لما سمعت بان الحق يطلبني,لما سما,0.8000
common_voice_ar_25190606.mp3,وقفت تعذبني بجاذب جسمها,تقفت,1.0000
common_voice_ar_25190607.mp3,حمدا لمن قد زين الانسانا بالعلم والادب حيث كانا,حمدا ل,0.8889
common_voice_ar_25190608.mp3,حي الديار ديار جلق واستزد,حيث,1.0000
common_voice_ar_25190609.mp3,وليس حراما شتم من كان مفحما,وليس حرام,0.8333
common_voice_ar_26028484.mp3,غالبا ما يتم تخزين هذه العناصر في المستودع,غالبا,0.8750
common_voice_ar_26028485.mp3,كما انه بارز في مقدمه العنوان,كما ان,0.8333
common_voice_ar_26028488.mp3,تضمنت النزاعات الدوليه التاريخيه الرءيسيه في ايسلندا خلافات حول حقوق الصيد,تضم,1.0000
common_voice_ar_26028490.mp3,يتسبب النيكوتين بالعيوب الخلقيه المحتمله,يسبب,1.0000
common_voice_ar_26028493.mp3,يبدو انكم لا تعرفون الكثير عنا كما كنتم تعتقدون,يبدوا,1.0000
common_voice_ar_26345938.mp3,سهام المنايا لا تطيش ولا تخطي,سهام المنايا,0.6667
common_voice_ar_26345939.mp3,وغزال كل من شبهه,وغزال كل ما,0.5000
common_voice_ar_26345940.mp3,ومدامه يخفي النهار لنورها,ومدامت,1.0000
common_voice_ar_26345941.mp3,يا كاتبا نظم الجمان بكتبه,يكاتبن,1.0000
common_voice_ar_26345942.mp3,دخلت ليلي الي البنك,دخلت لي,0.7500
common_voice_ar_26346569.mp3,القي القبض علي ليلي,الق,1.0000
common_voice_ar_26346570.mp3,وصاحب لي مصافي,وساحب ل,1.0000
common_voice_ar_26346571.mp3,ان خمسه وثمانين من الحياه النباتيه موجوده في المحيطات,ان و,0.8889
common_voice_ar_26346572.mp3,ملك السماء بهرت في الانوار,ملكوا,1.0000
common_voice_ar_26346573.mp3,اولعت بالغدر في ايمانها,اولعت بالغدرف,0.7500
common_voice_ar_26400665.mp3,رد السلي مستتما بعد قطعته,رد السل,0.8000
common_voice_ar_26400666.mp3,قبح الذين عن الجنوك تغافلوا,قبي,1.0000
common_voice_ar_26400667.mp3,من لي بان يدنو بعيد مزاره,من لي با,0.6667
common_voice_ar_26400668.mp3,قدح المشيب بمفرقيه زنادا,قد ح,1.0000
common_voice_ar_26692327.mp3,بمجال عزمي يملا الملوان,بمجالع,1.0000
common_voice_ar_26692328.mp3,وسرحه في سماء السرح قد رفعت,وسرحه,0.8333
common_voice_ar_26692329.mp3,ايعيب مشيي جاهل لو انه,ايعيب مشه,0.8000
common_voice_ar_26692330.mp3,مدرسنا وغد,مدرسو,1.0000
common_voice_ar_26692331.mp3,اداب المدرسه,ا,1.0000
common_voice_ar_30696628.mp3,في حلب قاض علي مالك,في حلب قاض علي,0.2000
common_voice_ar_30696645.mp3,لو تكون القلوب ماوي طعام,,1.0000
common_voice_ar_30696647.mp3,حلف الزمان لياتين بمثله,حلفز,1.0000
common_voice_ar_23891662.mp3,بيل اكبر مني بسنتين,بالك,1.0000
common_voice_ar_23891664.mp3,اعتقد ان شكسبير اعظم كاتب دراما في التاريخ,اعتقد ان الشك,0.7500
common_voice_ar_23891714.mp3,كنت اقرا خلال ساعه واحده,كنت ا,0.8000
common_voice_ar_23891722.mp3,اني اقرا كتابا عن الحيوانات,انني,1.0000
common_voice_ar_23891728.mp3,احاول ترك مكان للتحليه,احاولوا,1.0000
common_voice_ar_23891737.mp3,لا اظن انه سياتي,لا اذ,0.7500
common_voice_ar_23891742.mp3,فرحت بالخبر,فري,1.0000
common_voice_ar_23891743.mp3,ما المجال الذي قمت بدراسته في الجامعه,من م,1.0000
common_voice_ar_23891744.mp3,انت ولد مطيع,انت ول,0.6667
common_voice_ar_23897552.mp3,يجب ان نفكر بالاصدقاء,يجب ان,0.5000
common_voice_ar_23897569.mp3,اسال ترانغ ان كان سيخرج هذا المساء,سااخر,1.0000
common_voice_ar_19205008.mp3,كان الجو باردا البارحه,كان الجوه,0.7500
common_voice_ar_19205009.mp3,قال دك يمكنني السباحه,ق,1.0000
common_voice_ar_19205010.mp3,اختلف معك,اختلي,1.0000
common_voice_ar_19205011.mp3,لن يحصل ذلك,لن يحد,0.6667
common_voice_ar_19205012.mp3,اتساءل فقط ان كان الامر مشابها بالنسبه للاخرين,اتسا,1.0000
common_voice_ar_19205023.mp3,تحلق الطيور,تحني,1.0000
common_voice_ar_19205024.mp3,تركت التدخين,تركتوا,1.0000
common_voice_ar_19205025.mp3,صعدت الي غرفه نومها في الطابق العلوي,صايده,1.0000
common_voice_ar_19205027.mp3,سياتي الربيع قريبا,سي,1.0000
common_voice_ar_19205038.mp3,جدي من اوساكا,جدي من ا,0.3333
common_voice_ar_19205040.mp3,كلنا مقتنعون بانه مذنب,ك,1.0000
common_voice_ar_19205050.mp3,لا يستطيع احد ان ينكر هذا,لا يستطيع ا,0.6667
common_voice_ar_19205061.mp3,جرح كتفه,جوريح,1.0000
common_voice_ar_19205062.mp3,ما عمرها برايك,م,1.0000
common_voice_ar_19205063.mp3,ماذا حدث بالامس,ما,1.0000
common_voice_ar_19205069.mp3,هناك برتقاله علي الطاوله,هناك برتق,0.7500
common_voice_ar_19205101.mp3,خذ الطريق المختصر,خذ الطريقه,0.6667
common_voice_ar_19205103.mp3,اين اشياءك,اعيني,1.0000
common_voice_ar_19205104.mp3,اليابان بلد صناعي,اليابان و,0.6667
common_voice_ar_19205105.mp3,سمع صراخا,سمعه,1.0000
common_voice_ar_24203411.mp3,عيش وملح,عيش و م,1.0000
common_voice_ar_24203434.mp3,فرحت عمتي بنجاحي,فرحت,0.6667
common_voice_ar_24047087.mp3,الله يحكم بينكم يوم القيامه فيما كنتم فيه تختلفون,الله يحك,0.8889
common_voice_ar_24047091.mp3,كان سامي يعيش في ضواحي هذه البلده الهادءه,كان سام ي,0.8750
common_voice_ar_24047093.mp3,ام لكم كتاب فيه تدرسون,ام لا,0.8000
common_voice_ar_24047292.mp3,ام سبق العقل ثم تبعه الشرع,امس ب,1.0000
common_voice_ar_24047293.mp3,والذين هم لاماناتهم وعهدهم راعون,والذينهم,1.0000
common_voice_ar_24047294.mp3,حاول ان يكتب قصه قصيره,حاول ان ي,0.6000
common_voice_ar_24047430.mp3,جريس لم تاتي بعد,جريس ل,0.7500
common_voice_ar_24047442.mp3,الحديث الخامس النهي عن الابتداع في الدين,الحديث وال,0.8571
common_voice_ar_24047449.mp3,علي بالذهاب غدا في الصباح,علي بالزي,0.8000
common_voice_ar_24047450.mp3,اللغات ليست مطبوعه في الصخر بل انها تعيش فينا,اللغات ل,0.8889
common_voice_ar_24047451.mp3,لا تستكثر ان يكون لك الف صديق,ل,1.0000
common_voice_ar_24047512.mp3,وقد مكروا مكرهم وعند الله مكرهم وان كان مكرهم لتزول منه الجبال,وقد مكروا,0.8333
common_voice_ar_24047515.mp3,انهم اظهروها لشركتنا,انهم ا,0.6667
common_voice_ar_24047517.mp3,فما لنا من شافعين,فنان,1.0000
common_voice_ar_24047520.mp3,واذا كان المتعلم معتدل الراي فيمن ياخذ عنه,واذا كان مت,0.7500
common_voice_ar_24047606.mp3,وهو الذي يقبل التوبه عن عباده ويعفو عن السيءات ويعلم ما تفعلون,وهو الذي يقد,0.8333
common_voice_ar_24047607.mp3,الا تريد ان تعرف لماذا,الا تر,0.8000
common_voice_ar_24047608.mp3,هو مرح جدا,,1.0000
common_voice_ar_24047610.mp3,عاده ما يستلقي علي السرير للقراءه,هذا ما يس,0.8333
common_voice_ar_24047665.mp3,ومن اعرض عن ذكري فان له معيشه ضنكا ونحشره يوم القيامه اعمي,ومن اع,0.9167
common_voice_ar_24047666.mp3,اهلا بعودتك لقد اشتقنا اليك,اهلا ب,0.8000
common_voice_ar_24047667.mp3,اسمع بهم وابصر يوم ياتوننا لكن الظالمون اليوم في ضلال مبين,اسمي,1.0000
common_voice_ar_24047669.mp3,لم يكن توم مرتديا بدله رماديه,لم يكن تامر تديا بدل,0.6667
common_voice_ar_24047690.mp3,هو قادر علي تدريس كلا من الانجليزيه والفرنسيه,هو قابل,0.8750
common_voice_ar_24047691.mp3,ورايت الناس يدخلون في دين الله افواجا,ورايت الن,0.8571
common_voice_ar_24047692.mp3,ماري انت فتاه مسكينه اين كنت ماذا حدث لك,ماذا,0.8889
common_voice_ar_24047693.mp3,لقد رفعت يديها,لا قد ر,1.0000
common_voice_ar_24047694.mp3,حسن الصوره اول السعاده,شس,1.0000
common_voice_ar_24048071.mp3,وكان اصدقاءه ينتظرون عند الباب,وكان ا,0.8000
common_voice_ar_24048072.mp3,هي ترتدي خاتما قيما,هي ترتدي ق,0.5000
common_voice_ar_24048073.mp3,كذلك يبين الله لكم اياته لعلكم تعقلون,ك ذلك,1.0000
common_voice_ar_24048074.mp3,بل تءثرون الحياه الدنيا,بل تا,0.7500
common_voice_ar_24048075.mp3,وحراسه التبديل فيه,وحر,1.0000
common_voice_ar_24048101.mp3,بدت مندهشه جدا,بدتم,1.0000
common_voice_ar_24048102.mp3,وليس الا استدراك الحال معه بالاقلاع قبل المخالطه,و لي,1.0000
common_voice_ar_24048103.mp3,هذه مدرستنا,هذه مدار,0.5000
common_voice_ar_24048104.mp3,وروي عن رسول الله صلي الله عليه وسلم,وروي,0.8750
common_voice_ar_24048105.mp3,لا ازال احبه,لا ا,0.6667
common_voice_ar_24048120.mp3,من هو مدرسك في الصينيه,من هو مت,0.6000
common_voice_ar_24048121.mp3,من قول النبي صلي الله عليه وسلم,,1.0000
common_voice_ar_24048122.mp3,هل اللحم جيد,هل اللح,0.6667
common_voice_ar_24048124.mp3,ينام القط علي الماءده,ينامل,1.0000
common_voice_ar_24048125.mp3,خطير جدا بالنسبه لك ان تكون هنا,خطيره,1.0000
common_voice_ar_24048151.mp3,واذا الجحيم سعرت,واذا الجه,0.6667
common_voice_ar_24048152.mp3,حتي اذا اخذنا مترفيهم بالعذاب اذا هم يجارون,حتي ا,0.8750
common_voice_ar_24048153.mp3,اعتقد انها جذابه جدا,ا,1.0000
common_voice_ar_24048154.mp3,ساتصل بك يوم الجمعه,ساتصل,0.7500
common_voice_ar_24048155.mp3,مناد يثق ببايه,من نا,1.0000
common_voice_ar_24048184.mp3,الاخطاء هي مدرسين,الاخطاء هو,0.6667
common_voice_ar_24048186.mp3,ان المصدقين والمصدقات واقرضوا الله قرضا حسنا يضاعف لهم ولهم اجر كريم,ان المصدي,0.9167
common_voice_ar_24048188.mp3,تدور الارض حول الشمس,تدور الارض و,0.5000
common_voice_ar_24048211.mp3,اللبيب بالاشاره يفهم,اللبيب بالا,0.6667
common_voice_ar_24048213.mp3,نمت جيدا الليله الماضيه لذا اشعر بشعور جيد هذا الصباح,نمت جي,0.9000
common_voice_ar_24048215.mp3,لا املك اي دليل,لا ا,0.7500
common_voice_ar_24048217.mp3,قال يا ايها الملا ايكم ياتيني بعرشها قبل ان ياتوني مسلمين,قال يا ا,0.8182
common_voice_ar_24048218.mp3,وقال عبد الحميد من عظمك لاكثارك استقلك عند اقلالك,وقال ا,0.8889
common_voice_ar_24203281.mp3,وقيله يا رب ان هءلاء قوم لا يءمنون,وقيله يا رب ان,0.5000
common_voice_ar_24203314.mp3,ارسل سامي العديد من الرساءل لليلي,ا,1.0000
common_voice_ar_24203318.mp3,فيهما عينان نضاختان,ف,1.0000
common_voice_ar_24203323.mp3,اهدنا الصراط المستقيم,اهدنا,0.6667
common_voice_ar_24203324.mp3,فعتوا عن امر ربهم فاخذتهم الصاعقه وهم ينظرون,فاعتوا عنم,1.0000
common_voice_ar_24203347.mp3,وذم التبذير اعظم,وذم التبذير ا,0.3333
common_voice_ar_24203350.mp3,ارت متعقب خطير,ارت متعك,0.6667
common_voice_ar_24203383.mp3,فحص سامي حذاءه للتاكد من عدم وجود عقارب,فحصي سامي حض,0.8750
common_voice_ar_24203388.mp3,لان ما ادي الي الخير فهو في نفسه,لانما,1.0000
common_voice_ar_24203464.mp3,فلم نبلغ منها المحدود,فلمن,1.0000
common_voice_ar_24229687.mp3,اعتقد سامي انه لا احد كان يعلم بذلك,اعتقد الس,0.8750
common_voice_ar_24229762.mp3,افقه الناس وضاح اليمن في قوله,افقهم,1.0000
common_voice_ar_24229786.mp3,سامي يتخاصم معي داءما,ساميه خاصم,1.0000
common_voice_ar_24229814.mp3,هجر سامي ليلي,هذا رس,1.0000
common_voice_ar_24229816.mp3,اقتربت ليلي من سامي و قبلته,اختار,1.0000
common_voice_ar_24229832.mp3,وقبح الاثر,وقم خ,1.0000
common_voice_ar_24229834.mp3,تم طرد سامي من العياده,تم طرد س,0.6000
common_voice_ar_24229850.mp3,فاما من امكن اطراحه ولم يضر ابعاده,فام,1.0000
common_voice_ar_24229854.mp3,واجعل نصح نفسك غنيمه عقلك,واجعل مسحه,0.8000
common_voice_ar_24229858.mp3,او ضر غيري ولم ينفعني,او ضر غيري ول,0.4000
common_voice_ar_24274952.mp3,في النهايه دخل السجن,في النهايه ت,0.5000
common_voice_ar_24279892.mp3,وخلقنا لهم من مثله ما يركبون,و خ,1.0000
common_voice_ar_24300556.mp3,احياء وامواتا,الحياه الن,1.0000
common_voice_ar_24300609.mp3,انتحرت ليلي,انتحبت لي,1.0000
common_voice_ar_24300732.mp3,ان يشا يذهبكم ويات بخلق جديد,ان يشا يض,0.6667
common_voice_ar_24300749.mp3,اتصل سامي بليلي طالبا منها ان تاتي و تصطحبه,التصل ساني بال,1.0000
common_voice_ar_24422049.mp3,ان مت منك وقلبي فيه ما فيه,ا,1.0000
common_voice_ar_24422052.mp3,اذا ارادوا دسمه تنفقا,اذا ا,0.7500
common_voice_ar_19230543.mp3,اصلحت الدراجه بالامس,اصلحت,0.6667
common_voice_ar_19230544.mp3,الحديقه العامه مليءه بالاطفال,الحديقه الع,0.7500
common_voice_ar_19230545.mp3,تمثال الحريه رمز لامريكا,تنث,1.0000
common_voice_ar_19261939.mp3,كيف لك ان تقول ذلك,كيفلك,1.0000
common_voice_ar_19261945.mp3,افضل لو ذهبت للسباحه,وفضله,1.0000
common_voice_ar_19261946.mp3,يحتاج العشب الي التشذيب,يع,1.0000
common_voice_ar_19261947.mp3,ساشتري سياره,ساشتري ص,0.5000
common_voice_ar_19261948.mp3,لبس الرجل قناع نمر,لبسر رجل الق,1.0000
common_voice_ar_19261949.mp3,تاخرت بسبب زحمه الطريق الشديده,تاخر,1.0000
common_voice_ar_19261955.mp3,صداقتك تعني لي الكثير,صداق,1.0000
common_voice_ar_19261956.mp3,انتم معلمون,انتم معل,0.5000
common_voice_ar_19261957.mp3,عندي مشكله,عند مشكله,0.5000
common_voice_ar_19261958.mp3,الكثير من المشاهير ياتون الي هنا,الكثيم,1.0000
common_voice_ar_19261969.mp3,تسلق القرد الشجره,تسلا,1.0000
common_voice_ar_19261970.mp3,كوالالمبور تستحق الزياره,كوالا لم,1.0000
common_voice_ar_19261973.mp3,اذا اردت الحصول علي دراجه جديده من الفضل لك ان تبدا بتوفير النقود,اذا ق,0.9231
common_voice_ar_19261979.mp3,انه يتحسن يوما بعد يوم,ان,1.0000
common_voice_ar_19261981.mp3,احب اكل اللازانيا,احب الا,0.6667
common_voice_ar_24890876.mp3,احب ان تشتمني,احب ان,0.3333
common_voice_ar_24890877.mp3,واذا اقل لي البخيل عذرته,واذا ا,0.8000
common_voice_ar_24890878.mp3,ابن الرياحي علي جهله,ابن ال,0.7500
common_voice_ar_24890879.mp3,الملك بين يديك في اقباله,الملك ب,0.8000
common_voice_ar_24890880.mp3,سالتك اغناءي عن الناس كلهم,سالتك ا,0.8000
common_voice_ar_25011424.mp3,قرات في وجهك عنوانا,ارايت,1.0000
common_voice_ar_25011425.mp3,عندي جعلت فداك من ندمان,عند جعلت فيه,0.8000
common_voice_ar_25011426.mp3,ما اساء الدهر حتي احسنا,ما سا,0.8000
common_voice_ar_25011427.mp3,بسوي قربك لا يشفي الغليل,بسي,1.0000
common_voice_ar_25011428.mp3,بدر تواري بطي الترب مندرجا,ب,1.0000
common_voice_ar_25011455.mp3,هلا وانت بماء وجهك تشتهي,هل,1.0000
common_voice_ar_25011456.mp3,هو قارء نهم,هو قارء,0.3333
common_voice_ar_25011457.mp3,ما منك سلمي ولا اطلالها الدرس,مامك,1.0000
common_voice_ar_25011458.mp3,ولو ان احداث الزمان اردنني,ولو ان,0.6000
common_voice_ar_25011459.mp3,مثوي به نزل المقيم ميمما,مثوا ب,1.0000
common_voice_ar_25011475.mp3,ان وجدي كل يوم في ازدياد,ان وجد,0.8333
common_voice_ar_25011476.mp3,لا يستوي من يعمر المساجدا,لا يستو,0.8000
common_voice_ar_25011477.mp3,دع الايام تغدر كل حين,دعي,1.0000
common_voice_ar_25011478.mp3,يا بني الزهراء والنور الذي,يا,0.8000
common_voice_ar_25011479.mp3,هذه الدار ما عسي ان تكونا,هذه الدر,0.8333
common_voice_ar_25011504.mp3,واحق خلق الله بالهم امرء,واحقوا,1.0000
common_voice_ar_25011505.mp3,بابي اقيك من الحوادث والردي,باب,1.0000
common_voice_ar_25011506.mp3,وحديثي مع الحوادث اني,وحديفي,1.0000
common_voice_ar_25011507.mp3,قل لمن تاه دلالا وهوي,قل من,0.8000
common_voice_ar_25011509.mp3,اهنء الفطر بوجه الامام,و هن,1.0000
common_voice_ar_25011537.mp3,راع المها شيبي وفيه امانها,راع المهاش,0.8000
common_voice_ar_25011539.mp3,اقول وقد رايت ابا المثني,فقولوا,1.0000
common_voice_ar_25011540.mp3,ان مس مسقمتي من طرفها سقم,ان مسمس ا,0.8333
common_voice_ar_25011541.mp3,بامكانك ان تمارس السياقه هنا,بام,1.0000
common_voice_ar_25887333.mp3,في هذه السنه قامت بدور البطوله في ارعبه افلام,ف,1.0000
common_voice_ar_25887334.mp3,يمكن ان يكون للشرب المفرط عواقب صحيه وخيمه,يمكن ان,0.7500
common_voice_ar_25887335.mp3,ستكون هذه هي اكبر مدرسه ذات قبه موحده في مينيسوتا في الوقت الحالي,,1.0000
common_voice_ar_25887336.mp3,ظهرت في العديد من الافلام الوثاءقيه عن اغتيال كينيدي,ب,1.0000
common_voice_ar_25887337.mp3,قم برحله الطيران ليلا وشتضع القليل من الوقت,كم بري,1.0000
common_voice_ar_25887401.mp3,يلعب كره سله في وقت فراغه,يلعبو,1.0000
common_voice_ar_25887402.mp3,اصل استخدام الشكل الماسي للاظرف هو محل نقاش,اص,1.0000
common_voice_ar_25887403.mp3,يا مخالبي العزيزه,يا ما,0.6667
common_voice_ar_25887404.mp3,تلك الليله اخبر الكيمياءي بكل هذا,جلك,1.0000
common_voice_ar_25887405.mp3,حاضر اوجورمان في جامعه,حد,1.0000
common_voice_ar_25951419.mp3,الالم لا يحتمل,الالم لا يح,0.3333
common_voice_ar_25951420.mp3,يمكن رءيه مالك الحزين الازرق الكبير هناك يصطاد في الجزر,يمكن الر,0.9000
common_voice_ar_25951421.mp3,رفض الولوج,رفض الولو,0.5000
common_voice_ar_25951422.mp3,تم تكوين جميع المناطق الوارده ادناه من قبل مكتب تعداد الولايات المتحده,تمتك و,1.0000
common_voice_ar_25951423.mp3,الملك ايضا نشط سياسيا في الحزب الديموقراطي الامريكي,الملك و,0.8750
common_voice_ar_25951436.mp3,فتاه وامراه تبتسمان للكاميرا,فتات وم,1.0000
common_voice_ar_25951437.mp3,لقد قمنا ايضا بتحسين سلسله التوريد لدينا,لقد قمنا ا,0.7143
common_voice_ar_25951438.mp3,يزيد الاكريلونتريل السرطان في اختبارات الجرعات الكبيره في اناث وذكور الجرذان والفءران,يزيد الاكر ل,0.9167
common_voice_ar_25951439.mp3,يوجد تاثير نمطي في التقطيع,يوجد ا,0.8000
common_voice_ar_25951440.mp3,هاجرت عاءله دانتزغ الي الولايات المتحده حيث استقروا في بورتلاند اوريغون,هج,1.0000
common_voice_ar_25951468.mp3,خلال تلك الفتره عمل ايضا في مجلس الامن القومي,خلال هذه,0.8889
common_voice_ar_25951469.mp3,الانتاج المعتاد هو حوالي خمسه او سته بيضات بيضاء,الا,1.0000
common_voice_ar_25951470.mp3,يستمع ابني لموسيقي الهيب هوب والراب,يسمعوا,1.0000
common_voice_ar_25951472.mp3,مهما كانت النتيجه فعليها ان تاتي,مهما كانت النتيجه,0.5000
common_voice_ar_25951543.mp3,لقد كافحت طوال حياتي واقسم انني لم اتحسن,لقد كف,0.8750
common_voice_ar_25951547.mp3,الكلب الذي يمشي معه الطفلان ينظر الي شجره,الكلب وال,0.8750
common_voice_ar_25951554.mp3,قامت الجمعيه بتشغيل عدد من المتاجر الكبري الموجوده في المدن ومراكز المدن,قاعد,1.0000
common_voice_ar_25951557.mp3,اختير برل لقياده موكب مسلسل عالم فيليس وهذا بعد المسلسل,اختير ا,0.9000
common_voice_ar_25951558.mp3,عادت الي عملها كعارضه بعد ذلك بوقت قصير,,1.0000
common_voice_ar_27140868.mp3,حق عيني رءيه الوجه المليح,حق عادي,0.8000
common_voice_ar_27140869.mp3,رايت اباك الخير شق من اسمه,رايت اب,0.8333
common_voice_ar_27140870.mp3,قد اكمل الله في ذا السيف حليته,قد ا,0.8571
common_voice_ar_27140871.mp3,كيف السبيل الي التي هي جنه,كيف س,0.8333
common_voice_ar_27140908.mp3,لا والذي يزهي به من طرفه,والذي يستعم,0.8333
common_voice_ar_27140909.mp3,يا كعبه الحسن الممنع لا يكن,يا كابت,0.8333
common_voice_ar_27140910.mp3,حي الديار اذ الزمان زمان,حياتتياره,1.0000
common_voice_ar_27140911.mp3,عفا ذو حمام بعدنا وحفير,افه,1.0000
common_voice_ar_27140983.mp3,قل للنقيب لقد زرنا فضيلته,قل لنق,0.8000
common_voice_ar_27140984.mp3,مهما يكن للقيان زينا,مهما يكن,0.5000
common_voice_ar_27140986.mp3,اي شيء يكابد الطفل في الدن,اي شيء ان,0.6667
common_voice_ar_27141027.mp3,شعري ليس بطول شعر توم,شعري ليس ب,0.6000
